fingerprint,cluster_size,record_ids
b3b92c1051b809a85a7d8930aaeb71548b001aaa060b5daa4f26b0b824ad83bd,3,pdmx-qmbaeiedd8nstjnjdvpgr5vbdokbdbdcdjkdx8t3bd3vy3;pdmx-qmcgwwztnkcg9qnccds4qwuamrexrkzjpxx4fhkwpyo2xs;pdmx-qmnrastsu3pukglbzexucx3kcnq3u4yohdbjm7fxq6ugyh
bc15d83d1f39e05f4a3406d533fb611cf2edc4725ce107dacda4c28e76831e1a,3,pdmx-qmrhfrhsca4ctdq2f6bdcaefdrc1lxdeqbpirssmn62xxx;pdmx-qmzrhhpwmbdai9pmcg58dl2xgfe8nxviwrfgnxttud2pc2;pdmx-qmzt78gnpmhoxbkerpdapugpsrfortqnztwz269fwnecqo
c183579ea2153971d69672bbc15951908c7c0225c87e8c5ad7ed1b737cd9beed,3,pdmx-qmeq7veh2muinc2wrtzkaefhdugqzvmssgkjvjkhotphg5;pdmx-qmnzmccxuylcxbsingflypd5penwticwskdgetbjtlqzku;pdmx-qmzd3xnovcmbsuq52wuf4wzk1yn2x9gjn4rknpa3vqbhbz
c7df9a20b8b3c0ef389d4c3ff700ad53f5086b74b824c0a9e7bb760e3894ed4d,3,pdmx-qmascyusdq8ae6j9zbzlsdhmume2rwflerttz53jib49az;pdmx-qmpu9iywmlwhqsbekrm5urd9vpvty5bbvoiuyhvd84plkn;pdmx-qmzu8thpawrg3erhpm7rgremxr2p7yuppfzzpsidksq46u
c80ad2262126c1f71b4e8d2a7c67c461b24f32d7dd6fc21355af4f663bacde92,3,pdmx-qmpxbq1va76fhquvxal1dxxmpfk3luu6hz5tst76qbdmrh;pdmx-qmqsrsbdnnt16xt7tjwhqiqvugegqy77umb7jquytwabef;pdmx-qmzwdsm1sspmzssyfbzzsax5yqfx3trnl4ze75yua4sbsv
cbe0cdedc4cf8effe0afd0568e5ee10ff7ec96f609f0f15d8879d409a411ddb2,3,pdmx-qmbsarbi8fiboqd68hffysdel77cz5auekwlq3npihhfik;pdmx-qmrzf63ngmhtn5xoncuq5nkjiynnkelyhcj2qapgn9mq1x;pdmx-qms6mjkv6zrxgide28ugxbfupifbdvbuah8wbtdteq59bb
d58dd76854623f2169ce8aeef35c11d5240793c7ebb36acfb05e3164c2b6a36b,3,pdmx-qmritpttrfqaxgvhlhakhtz4zbusag31hzzhdxfl8txpjs;pdmx-qmwygnki972xrmn2swrn3cfjrnbmpdyjg6mbtfdq7cn9on;pdmx-qmxgfxppqvqrrsxy7e6s2hivh3hqpedqswofnivn48m6f4
d60ab501bcaba198521c965a74ddcb28ac2a461ef82e67b736ca4489e6f03610,3,pdmx-qmbkcfam2hvhw4l6g3d5aydfbgs8rkbyp5xy6aj8ruenaq;pdmx-qmqrlu29m2epessarlrfjsprmevfxlipwbdrch8qcekhmk;pdmx-qmwhrqajf1g2mfkgeqglkip6zgtp4mjun4xbfnvere2ytn
d904cc4a2c68213de88125572a4a81f66cd4ac63d7a5c8c4432954cea54bec0b,3,pdmx-qmf3yagtitlngqb6kntgqr9hauwk5evxifnkany59ybdks;pdmx-qmwdctxveh5o5g6pcuaihhv55mid7h7hd5yu165ez2kvaz;pdmx-qmzdppu5fufjjtphmzr1haqey5hpoxp3ow39hf4dwmsedm
ddfdfc95262b7d53cc45ebf2c13e5c45fdde7a84eca6ac70ced2bcfa5cfd8f34,3,pdmx-qmfswd7wkcgszqn3b4uac27nufmqyj4kuk155zxkhbaugj;pdmx-qmv67ma1l1nofu7bktyw9ybz8vhbwbe5vq5swwn9jyjfgm;pdmx-qmydmafcfqhyaxmhdjp2or5vcnarqhmdgmpyvnpcnhjy1t
dea56922ba2c6533b34dc9e972b238d373b32fee939c167f67ba86ab8e948077,3,pdmx-qmvbhbvqgabvuveg6r4c3brk9nlcfixeaokj2oiubhi6wr;pdmx-qmxrixkqen4zh9sxml3odmmufcbvemweerxt4sbgezbuzp;pdmx-qmzvfuyt9akuvgctdmykt6ly2vbpv5xsin4j58q3khfxm4
e1406e32666ecf4ed1151f40d8991d65ff0b97cd762781dc3bc63afe6090e5c5,3,pdmx-qmf7qnxjqzpsp2rgfh9vrzynvisfzevyusxkwuw83hzafx;pdmx-qmzgm7bhseurmmlwpigex4sfyzbv6acj8x229fjb9u76qc;pdmx-qmzhrrrsrbzpbkezfpbysdthcdsxsqqh2lwpknl5nlm2eu
e18078328cf6d62306104af254bf26e7f2d4ec8cde56d2e7e5b3e863e06013e2,3,pdmx-qmegpm9bmpuynrp3aulvvwrkl3e6zum7ktqyely25zzc2g;pdmx-qmpyvostr4wwj4btlouuy29rezbvsbvtclge9b58jrpfbn;pdmx-qmrxnfcw6kojltcm9f6csqz7jva2x7vxwcpgpyqqyiadwv
e3c0dc4de92db84c7cf371063a927f69d5d32b58ee5fc8dc5cb73130f2daf484,3,pdmx-qmajyufvck7cest5r7biaupbzag3r9pzxeaz79hmw3prtq;pdmx-qmpqzqquxnqhhbczagnapm56gcqijveml3pxtkcf6re512;pdmx-qmyofffzmrjwvismw6bh8p5aczueaiwqavpptuufeqmzi4
e3cc60bea94b5ece1cff39c2e8335fcab490cc3d2cf1ad9596885b7c4d780870,3,pdmx-qmdtakcdtq2xmncbg2c9exv1ypko9r2inwnh7whbrj9zm4;pdmx-qmewm1zsaanalyiknd1xjfx3k3wdtaqf4r3xsus9sfpupc;pdmx-qmvpcsvd33vlvbc9dmytc3tetx4ym4zkmzqwwv5s31iza2
e7e1f59e9de829bca4ec2f3a0983451df8983e36901c0194d8d1a99319204010,3,pdmx-qmbq3wvertmgfffguugtnyptopwtlwxlnj2wzwhcbmhnyf;pdmx-qmnlycbxmpuprgsyw91wxhh59qcpgvtkumf9m2supegt2q;pdmx-qmsm8m2tq5vwhrbeyzilm1ctgsog7uaggwalrapevghlq1
e8164a300224318692cb5c0ccb02f1ea463f72fd12df74247719d00e99047d59,3,pdmx-qmpe3i9vqwcagxts8hv8lqjaxddcbey3kktmbjuw6vhkum;pdmx-qmumxcmcrnmsf1njsazo9ntjvmrpjvhxlpuycbvo1p3j4m;pdmx-qmxcueypkgun1mmy7erq7efbhfaemroutdv2fmwnsla3ke
e846133795ac0806400156ac47cb8204f6fe1c821225b5625d85833f1f870294,3,pdmx-qmnxmnqubq1hwjcxrqszpmz9ryytkknkgv3tf9t8hddjev;pdmx-qmsljvgyu7heenbet92ydbx5wv5ysyn1elrqeqtakyhpew;pdmx-qmuej8bgsu1eye8rvxntw5bq4xpwyt4wuevyug8judu5pw
eba91003680e18b16fd15ef6757f179d8fe1620832ff9877e8cd9937f9e986ce,3,pdmx-qmppk318tkezkyjbgd4vzhoewidu8dqw61mipzopugxysv;pdmx-qmwcgyjukbtguhheisawhtums5jwulqpkw34xe8yynypre;pdmx-qmxrfjdcfnsuwgglighnbdlhhr5mkzvxv6c2ql4xmcu2nv
ebeb1e02e70dfa4fe02a68df5049cf4ca39296f369dc04fc034a589609044a63,3,pdmx-qmcgqnowleuecu5ebyygvdwxmmvc1f5971hfag8ywc42ej;pdmx-qmnqzhbmnyu8rfgbvlyswykawvawn18ti9i1bsywiicow8;pdmx-qmy1czosemncvuwtbwatytqqy9znkasxa2zv5ee6bkgrr8
f04ddbef58bbf9034b5dd9f6ce86d17db84f0a200df8e5a62fa2e1b48a674711,3,pdmx-qmaysvwfdeeavxgevujvihek9wns2f2ap1v1qhfysmtmtk;pdmx-qmyjctznivamtk4gvu3bugukac1xnboblpqouv79nrybur;pdmx-qmzpfl5tkkqip6nexkn5ecxcpqndjwqjkbrcxjgopezqgp
f13410044a6a2121924bd79d131af0307ee6af3a50013aeac241483c94031c5a,3,pdmx-qmqgzfayredkuicuphvr22tmvav7iav8zxhgc6mjisfmez;pdmx-qmqir1xuhtijfxdlrfvqpyf6fjzwost4pt7ohegrn3eevs;pdmx-qmzhyrwxxvbjtnp5j2y2jxb7bm5zr8nr9atyxigfjzzjhx
fb2b6187df528f07f36807ab239ddd1b2a1308482a4e913a72729d03f70c5bca,3,pdmx-qmakya7z3z3xifb787wvj4o4kdmbncurg2xqjagwh6vx1q;pdmx-qmdhbdtydqjpklaf66nu7pvlucb7nqytxdecxkzirkrgrk;pdmx-qmplha9bjhb4b4pgprtmldakgikskxkukqrbjujzy23mhb
ff37b3e03a899434dc3bc2dcf9aa7c4532bb948d1d1e4f9029bcd1f9c52be237,3,pdmx-qmesvyswyaxxb5sjh1gufpfma6src855yx3jaedzyqwenb;pdmx-qmpdc51g9dpdksinucq3xqbvxfncgfvqdspjn3jrz1tscu;pdmx-qmqgxefktgalbeyexpnxkiqzgb8lew5s5osbdx2hyzsnb8
003563240416d802179f9192abd0014ffd7374ecbce33dd2ac8d675c871947d6,2,pdmx-qmcniwkg6u9fdffyi7r82awuadqdd9mn6wnagb2fcpqziw;pdmx-qmvlg6zjh17huoda3b7xforpgpq4ko6d6wfz9jvqphjjxk
005981f29ebbe1471b9beb3bf47874e6d605c255db083e4607848031ebee2cc6,2,pdmx-qmdae3immxhvyrekhy252qc7jtdju89qycvmghkubnfaq5;pdmx-qmxjworcpudddpwloj6ce9cvasmntrfhegzq2xlm84yygg
0116cc81e5137714937ca96fc90107aac79fbb3e6466868d880e8e7fe7013bd3,2,pdmx-qmaqnu3gtt9vjovwwcqmtwmazar64hutzkuy3jnwyangsx;pdmx-qmdvqykn4qxdndlywch6pxxjztbrftj4y8n36rb9y8asam
01c27313919cacb613de751640b3a08f7801e3cdfb618d6ce37b4471366e57ad,2,pdmx-qmdm6vsz18xqzhikmfsvuhb8rprjzimxsvyprt7wevmj7b;pdmx-qms44yvars6jr8qkafkiny4qbg2uppgimrbx31x2clnexb
02507fca1fdfc78fee21acf5f040bd64697f6654d4cadc2a246c168be380d755,2,pdmx-qmrcuhhzh617ltyxsfdle6qhmzjouxxpvjruulu6wunpid;pdmx-qmvywbdicr5dxggl3rohgquv6catczqx9touprkd7rqjsd
02b02b643b9d641cb8730911369beee0bd5b7c42c3e8b0a5af6d4a973e177e71,2,pdmx-qmug2shjejj38vzkvter8t5sraxxy55hpng6psfsmbzmcu;pdmx-qmxnkxg3cmpgss41rlwk9pz6umntxqselftvhyfugz5nnw
02f30825c84246b4e04af959a1780cddb871e23cb2996da3a95facd1cba0b36c,2,pdmx-qmviyvoxri4amownum4xn8ckfektcxo5wqsxgsjxddkfwl;pdmx-qmzzdapsvbyrgogenfpqqrrdby3zdrytcfkaxn3qqwauso
030762aaa300c31a7371fa7dc497829b43a187ca841c46594f5dcfa46ba78eca,2,pdmx-qmae3icyf4b8rg5qzudtvlvbkszfkzhjzyaxnjuf5muwnv;pdmx-qmvax41cahhtfcwqwjuzipksfh2skktfybmz2srx1rmzjg
03b41426b0a256e177485b232340eabb0b773a2a71114215af37e49f128edb5e,2,pdmx-qmqecnxcwy5miewatdg9tyfhnjkgl5sfuqtpajrvoyvasp;pdmx-qmrft1tfyn38caek5c8ngg3hpmfv3kp1xg9576lemd744y
03cd668b3c6cf96ff56ed3fc47040296c162af918aef00ae64142cff30b364df,2,pdmx-qmcbm8xmfnqzp6wmtnjkubg24z5tk4buz9rthbpj6zzg5c;pdmx-qmzdr6udvdrwdx1pje8g2o9vmcj3arklmkjb5uxcdwacff
04fe5fc0770f11d1ac600e6913533d11aa30e46166b262282cbf6fbf797d766a,2,pdmx-qmdmhjpjoigp4dwcwwggxxgnp7dvsxmjlfzcym6jkyq563;pdmx-qmv1fpstgqj9kw7szc8wbgqknuxzctvmqlropl9c3r6lsm
050ea12284cc3ca4c0cee5c3b5cd2eaf67caa2c290ade8fd36ad11ea32aab9fa,2,pdmx-qmq5pdqebuczuarhnchcmtdtnmcdjsth4wvpwf4ike5tzz;pdmx-qmvypefhrm9aohcdz65xdtrfmbbn8gn2pxzjplweh1ndtm
05a34239650a362d3714c9d5f1f3e95037d38f3a992c3fdb2a5045715ae06214,2,pdmx-qmdvbdenv4grrsqa8rvusjv9rscf67zy9achr6nurtye9h;pdmx-qmuckvprvkar3ohhr6ifmjrhbflqvrnzxwpzgvmt8z9lbl
05ea2c9007ceccec10b884d46e53c45196107e35a7d16a4aae49605c7d4cfedc,2,pdmx-qmab4ttmrfyqfggx457bdbel9si1eykxbdphzbihh6wsqn;pdmx-qmxpgkqganyulvdcjnrgad6ywxszk3w9mdp9cvfdqtfovw
06b0cef03a7b76bb3df13d0362eb0426daa2a2d15db16ba786772c7d2c25a8a2,2,pdmx-qmcmnqdtfnmcj94b3hqdebhrmvq2acegyxpucchxnvlcjy;pdmx-qmpeb32shoaehotbe2g81dnorhechgqeaqwpgi92m1g4hv
06c019fbaf0a3bb08f48633c5651923345a74605bcdaa541130d1f20f963be3d,2,pdmx-qmdjwnfsmyhcecfwqhjprkgwdy3rcn7cyxv2z9pyzos8no;pdmx-qmwq4vtm3gryfjqurxkmcrusg3szuciikt3xcnkxzjsfzb
06e06e5a27c797b1542d2be83c0a28eb3cb9795657145ec64a80274cd40c50b5,2,pdmx-qmslscjrshejzbsptugn162nfjjrg1wdt3uk1hq1krbd6q;pdmx-qmt1vptb1tpvqq9zlnc5zhmkzxletdlgfvfbq1bpkj1efa
07568bf3f6391b800a95544727e708e6ebd694ff06d2bf67702e58683848c59c,2,pdmx-qmqh2d6yxqynd225wkax8zlmcjrimn8x9ykjlznyywxzjg;pdmx-qmsrcd9sylmjfypt1tul5s5rwevuxttzzeyexxalub5pn6
0783534c287c347f2abf4e74d1cc84e20d82503f409858a5282da579cbfcfa8f,2,pdmx-qmqsvfi2wppghn9fqy9fr1sdyn259zg5dsmkdizyhuyjwv;pdmx-qmyqpqlr6usdamvbful5sjdl6b4gadpticemvvy2gpmzgj
079cb1f4ee33dff30813c5a7c8fc4d4315aeccd81be458ccc918b7354e0b9dd1,2,pdmx-qmftkxchsaea1k89bdkygbtsv8qrgguumv1y4q3zupek2w;pdmx-qmu78qexyx7n9hdwfe3y7rnj7jhxcmzqlyyosctjdrpwqw
07d4e40f335f1f699e268e67df091e7d57027b10fd50066a798e2e9106f39275,2,pdmx-qmefxhakpwrc4hvxpagmeddkqpymmpcchxdshuszkqdat7;pdmx-qmyfhyasimeqwtymgpf15ljrvm8yyfniqlsqgrzqar6k4g
08039ce0689cfc21ef126e6e48df5e4a8e6fec15a05e52467b851f3ab760ad33,2,pdmx-qmdootvptxfqk7mc1x3iv353txk9gu598c49kacfacqfmz;pdmx-qmpern64yclvplzfjc6lxgbc7hrgukn34fcrtwdqwauyzh
08415da22f95948f39cd499db6f0a3edbfcad021bc45d2fc951f5ba5ee322fdf,2,pdmx-qmraxfarur2uxh5x4udr5g1bgz16ft1htuk6xyg4bjcsxd;pdmx-qmxxkb7mjgga6ezipmftllqfhv8qau3mmnhdzeomcuoa8p
09a649fe55f96edc66ff5f9c87351efef96254ab47adb64c27e289f2cf6e31c0,2,pdmx-qmvqtvraezjrqb9xyuutw2xsj5bexjutnrpg4ghryxahr3;pdmx-qmy9dub6cjgvhg53kgrxrkddpsdkqks9xya1z12rm9a4l8
09ac49d8e407e1bf21b5f4753fa13a0dd80f9fe82bad8d24fcfd542c689e2073,2,pdmx-qmav7erpwhb9gxohxqha2trwyvyvfgv1fcmkycthxr2fgj;pdmx-qmb6ao6lburqjtn8bnsnxundy4r8x5254m3cc4inubu6rm
09c8748da915649905be715c6d3936ebba51c4e528d6880c451a9aa27f5d6ce4,2,pdmx-qmp3u4d8qhcjn8xrnfumrf9tcwjfx4sng54cs5xa2fi6ms;pdmx-qmupwscvxmxvzdqkgtajdgs3ogjdghajv8ncdfxbeaziyt
09e652324a81f30ce347c7f93c25ae2db24895799416188fb09e8c0cc216c23e,2,pdmx-qmbjyb6nkm8een4ej7twwzyh11bkssgc34xbxzahimm5mc;pdmx-qmz4sgj19th8nw1b382psgfckmfmjmg6o6wechzh1hls4y
0a837c94d5f46656fe95106208b6b7f8cc8709eaa3cdfc98b92275be87797520,2,pdmx-qmshfpwyyr6bkvdckeqyqbdrmgfdysjnmnvgdzqnqykswa;pdmx-qmsxu52n7g4wtur7axf5cr7ntptbtmzptfhbmh5lwzgktb
0afc49dfa278b7e8ad9d50e98c926bd1ca6fb4f3fbf53f699df4da6daaaad27c,2,pdmx-qmqg6smchmav2nug2qpwq9t7yqqxvhduwjvppaw3vkgo83;pdmx-qmyyrwgwgdhdcup1seddinh2sjvketscasmn6c9jxahmvw
0b2ecd572190943b6a60632206c66c2d73f6a9323e9b4c227e10aa03f8ff01db,2,pdmx-qmetiaodpxcbpvimtcnu56gsttbx24qpxjmt6wq8xgsjtx;pdmx-qmyzfffirvfkkkp9db7xfubdnxgivf871vlx797nuzp9d5
0ba169abf0122ddef9f1643b9f97fc4fcfc12830400672e5e946df6d4f4efd24,2,pdmx-qmandmoddj2kmbgf9cz21zb7h7gj5p48xtvaqtnj1bezwy;pdmx-qmydpw5j9g9cchdk3sg7yax7ygvvevmhhxjrlidqk8d8bz
0bc5b830fc748bc514ca02ce992df99ea7c123a1313627c473ac075f8450cb83,2,pdmx-qmehwzesp6vxzvb6fm8xpb5cixyefjotujrhprunbsyxxm;pdmx-qmz53s7qgn2cg7ktnaxkrfhsasgyp4pzgvfntmnv5elrzn
0bfce2c4f0e030b83c4bbc918c80ad5cfc365873d8ef7f99e52c976b4b4a37b1,2,pdmx-qmq77kx2amyubkwayfpzfkvvr1c65rtm9rdnhr9fkrqf3t;pdmx-qmquegaozry96uvgzbqt8byy1hdnmtwtlmvsszf9msmudt
0c375e33be2768ac3e96b972617bf1a28d3041179376e095a4315025eab2a9b9,2,pdmx-qmcbrmveurguh8wqsqpilrqpdknbavg8xwpelmncdpaixw;pdmx-qmftkxgtx7tqrmfzuznkh1ahtultoe3sycwdgdb8yk2ntq
0d1b93b33d713ef4eb886925225329ef7ace9b31739021e358f0bb12ffb23b1a,2,pdmx-qmqnracyuxyqqpuzqxzh84mbamn77l2yxmntmfjksssjca;pdmx-qmrvlvpsqnkdqwzbdgxsvby5f9xuv79ucgdeacr4ningxq
0d538ee1c64c7dbc189f78b2e6432c825e61716e555e8d038a081dd025c26df6,2,pdmx-qma3dqtla8zkrgwxd8ptsv1a2bwshtuxs1go97keaz6hxu;pdmx-qmed6tpr9rjnmhlmu2aqy4ycj7qydlzdr8ygmqmlerq44z
0d5cbe0ff90820c4cf7b0261b34991d28f317a813393e4c67ad987a28aa69044,2,pdmx-qmaqjxhnaaljnyxha2tlrjybn9gqdctfcpedwgv4gter1f;pdmx-qmyesmmnvaxechnojr8yrlzfgxtjw4jtc44ay8pmr1xpnx
0e01c81eae7b06a3f162397f82e340ffa1b6da3fab53fc2f32b66c155c405f3b,2,pdmx-qmewqy8cmfufrdnqslhnmz6qmyszkhdhuyqsgctgrgdopo;pdmx-qmwxqlrqozkyjpk1ndqcfmajqziz2ckq1jso2clrkhpkwp
0ebbb3a65331992d8203ca123829d2bb66386b5bf0250956f965395e381a69aa,2,pdmx-qmpo27vbfgemn7af3ona3rs6wnpu2mx9wrpzycqnh15dhp;pdmx-qmtg5oaaazt6b8xpp851me6tkfoatm3szgrfxxx8f8cpp9
0f13fbbfb2b9ee9c13e5e84f1da4155d6414698e2d3ae2efb7451695d5989bef,2,pdmx-qmbjub53kfathxsqymsdmsnpeefv1tn3vauxapdaudabvm;pdmx-qmrd3kky1kryw7hfjdrekdhq8yyrthppuvdgiygxcxtenu
0f334e684335e9421b28a0578c653815d4031b7c9fbbfe17b97b0b6d9ab81f2b,2,pdmx-qmafvxbabkqrzjm4tyhccwu5sd9mddouc48t2kxsmarprh;pdmx-qmdrjqgdbmb8wgkcgcdnhiacond2kvydbm5xy44rvxtqeq
105be3eaf0cf0b5902a0af65b32a7cc8a9a28123443750d90d70629f5f8176a3,2,pdmx-qmbafwd2kthgsufbqpxmthlnduen85zxije5h9n29cr9e9;pdmx-qmzjvpb2bdc3u2xw7fvfkwemylg1g4gwbgffpuxyd1boyb
107e47dd6fd5807a12f13cd0373cb0a7a5321b626adc6d714f2eff7dbe837197,2,pdmx-qmb26rwhturdr6gu4rrwqtnxlzga9bwjxug5yvu2mf1f8r;pdmx-qmzy1w88hpzeervdehwuq9bc37vmadf8rxzrtqkbtwsecb
121c912aada27531ecb22efd56ef873d62f936f88ab6b353b269ab0117f38881,2,pdmx-qmabmgxmhgzencmo3swaobjyfb39jkuk56ljxycffqqa3f;pdmx-qmxh12x7dsiwnuksk7wnfph2v1wnwttvywb69oonewqtht
125b43df1339c73d4b8d808e7ab32cffd9920a99e18955e4b97cff7260e8eaad,2,pdmx-qmpfsqcckxrmgfkexwim77edqpqmcfjk2mkv9twogsyjcp;pdmx-qmq7z64dzxvcfipmv5ludybxtbnngqafntsn1zbf6uyspf
12adb586fb50653732a94784b5a42b25b0b85bda6793ec3b812452400194e62f,2,pdmx-qmqpvsvpbpal75x2vivsrlxczq8bxcmggbcezarzaipgbr;pdmx-qmsd496cckwslpd18e7tegthhunseqrye4nqzvkv7mcgm2
1312602d32d7a299b972a99cd24c71a9adecbd62996b8cb10e226c1b58639eaf,2,pdmx-qmvbmcwrj8hvpjbpgsnwcq7fjr3ymyrdcdm1qx6umg9q9s;pdmx-qmxua3jpxhmrvb3hfhux8wbbeey4vvj1vavwvankmaemrc
134ebc7d34f17dd4e23aca8584da26aacad56258d335acc8f375504b3d9a69c6,2,pdmx-qmd5u9pmezcvtzpiikbcxtwuyhamft2vcrzsibzssvpmqh;pdmx-qmejyfqezqubv8hk924jplf6bddxddgo79tm9nw9dqavam
13614e6485d360def5e82ed3376c0d45a18405384a2a4cca69235a85aca77a5f,2,pdmx-qmdy2uqlvqszutbxjmtb5azwgovease3qcehgoacstif5f;pdmx-qmpe4argnkwzx5rxe1hfa7gjunu1dlfeiues41ngpmbctu
1411f050c6e4c5e81a58d10627891166613f3fb0e05961e61579ce54fc8c7481,2,pdmx-qmvcngufau6kw2pmpuypumuyk4rgeuzdbpfxfjpqbvrjgy;pdmx-qmzopsu84goopzzqxq9ujkzdjtjwxg1hoftkd12pcouomj
1451d61b37bdaa4ad91c1ed188561e6db6cade2207afa92ecd3791cbfd2c17ae,2,pdmx-qmuskyndshyk8iykeo1c7ngx9s5qjmnzf1jpagyvatdkxp;pdmx-qmxbfqhgbw2vqpr2tx1kaq4qtdm2hwtv5tb9oumek2kusj
15103d302aa3e11bb450e91a9afa7e4b561c34394038362963f46a3a5b907489,2,pdmx-qmqqjnpqtxjctaujhea34ssypd8edxkegusb9conpsk6a9;pdmx-qmspvhrxy5ec7ucuzaxzypuaz4eaxrpherf1lf5fktgmjh
153d177f8f53ca3ce9d06dc4e41b87c44e715f6c5700538a3ea97970ff7d8407,2,pdmx-qmdiduk9v9lwonetaxpswkzbwqjtduphhwqwdvyrw3bte7;pdmx-qmesy3aat9ex4cnct1aeyzaopscudejvnr1caetc1sbvkr
15ad9b39cad92e43ad9e3b771debae970466a4d7b15e21672c60b4b5887d8dae,2,pdmx-qmfwsizeeyart7rlyedya5zmwhmtylmfsdhzhgttcrrdae;pdmx-qmtljrmcyacs9qqsrc7j2rffddf4smbfjfsvyjrkbwytqe
16860e4c400be62fceebb2792c83be2dea331792fb88019c59b25b77193f1beb,2,pdmx-qmdantwaahzr5nywq7xukzxpnhyn7csfkcxjpvoyqx47e6;pdmx-qmdarqxgehu1l15arzfg4gddh9zghwqs5wq2mprbd29juz
16acb750fc79557e4f8d7c1bd93b7f00b10c11e32b9124f0d8a09b1f273aa69a,2,pdmx-qmcfx7qdpiduru2axcmczkhlqzjwwwrskwnav2bw1tarua;pdmx-qmcmhx4g3oxhgacp4bddvdv16g393hbwc4dpbkrr3ryucp
177709d9b2710b8fd57dc934b27553de23f28f8a0e424ac1ada8acf1ffe915ef,2,pdmx-qmavnpy4leqfmbtg2cn2nf3a9urymxpzhvywu7mdf2ci5m;pdmx-qmpfurvugejf9tcrrjgjrqnewivhyrtwbvwf9qkrrkubqz
17c8a902aabc9fb560c29828cb28b7110f8f85e34684b2d74172b985d8af0b3b,2,pdmx-qmexg4kyrls4wseskkqpw8osstd3uvdavbxzw6yacn2fce;pdmx-qmwj3jpkwvvc7x6wdktpgotmmnjems9wscfdwntcbq96qk
184539e6b488ce58d0f9bf98caafc9e1697eaa5e8a9c8b2c3dd7ab878661c64e,2,pdmx-qmawfht7uqdfhfeceycqmgg4ricoqwxirzpbq6ljhjdmui;pdmx-qmv46nwklq5htefpzx1xyyngkvc5b3c9j6jcgyjeykfmts
18a5286e1ab649d3321c1f81dea1290db4883710d8de818ddf1cc70ed79e2ec3,2,pdmx-qmeglzodhkrfncdzb9qbytyure1kwrweact5kx3pcxjarc;pdmx-qmqhsajqjyr1kf3ugetubjmj6tnt6vjj82o1d1nt5jsnwt
18bcc4b81f21c6a64e38050c4c50038e66b1969367cc81f3d9b3a2b4f522d1a9,2,pdmx-qmepvht1okcuyqkkf2wl4xhczy8mdpcenjrrzuwj9kijrb;pdmx-qmwqkareklwy3ehvncrnot7qyv6fwgzudibc87lpawze6b
18dc57888e04e1cd40e222e0ade4184b9c4da8bf2a23a5462ba25bc4d88cff79,2,pdmx-qmazstfqtmuxhtfqppztirazwv7y7oyjcfax35jjnt2qlr;pdmx-qmbyxptvcgd8evtg3uctddj4nk2duzgehe3jvpunffyknb
191866ff565079f2a3f8748554d8eb7260d80ee7bfb107522d93f0b43af19a76,2,pdmx-qmpu4zmqbu5va4bhr6mqnphzxhgp1yexwkuyeyxmhjeqeh;pdmx-qmspsyuo15hxhnuekywdaupqeikujcbrtvw8eihh8nvpet
1922d8fb26297304a48780890f67634fe9bb28aceb2c69ad00bc41be5aa9b909,2,pdmx-qmvdlqvhspxbm483wevj1kavszzbcihywbtvczdgjmmybp;pdmx-qmwocqzm54phhzegv9efi1kvo6ajce8rythjzznmh7q3b5
19d6a66bc1706dfa22b5b9f8e3a2716d964e13136117e5eb86312e87088cf1a6,2,pdmx-qmpuopn6rjuxjbzfwwjrg8brfcixmjtyw55tavcdqduqa6;pdmx-qmqrxzsyxaswa5v8h5oxkc91z88htujzvsp7cejetfd7sd
1b577dbe467f620d998055dd0416bf60343b567ccdeffa06d601709150292329,2,pdmx-qmeu9jwsgrvne4kgxi2ehn2qgtupdmqjjarrpjjfouwpmu;pdmx-qmvauuagsxckmamronuxiujl2btkeqkxrnjbyp5foh8rws
1bf31033c2890420f33008705c6ad4056a74b8dcb2810f4e429f58d489f24c8e,2,pdmx-qmbf6lmcu1gylr56retmsmdsfrbiqcqqabsrjoqevbtks6;pdmx-qmxawbuhzpbmmqkpqh8cpr8ftvuuwsyxdsrucwe9onbnhp
1c8301987de490c9b832ab827a9e368bd9cefda3ba9a29c24dbc19c66418a50f,2,pdmx-qma59vqnbkxbfemqsrmsvakpsrmla4vamydvpgibn8npai;pdmx-qmvvmgdmcfkztlajpwh4pgur3ax9f1w7hepcsikoigiisc
1cb94ca5c54f48a320b2cb0493792520e9be086722fc4e5bf8d47a864a808d20,2,pdmx-qmpl9kqhuym46xmedj1rqkaxewwihud7npg3tp36gtmd9y;pdmx-qmqjxhwg6vksdvg67fbj7h8uhm46lurqyih1hsnhrvvmwm
1d8cc043b12cd4d957ed3b229917f81712e22b4aa983f596c7d575f24459ad72,2,pdmx-qmqdiguqhdjxwywv3cz7wvs1fddkxkmx1sqswpaegy5n6m;pdmx-qmt44wakxdlw4wcz5lubtur2djotnyvizikoy2bvhg5dpq
1db424fa01a6bd6485efd56c4a862a90e52009b9dbdac05b76cc9a817c647df1,2,pdmx-qmbyaifrgkbyarnfw4q3dkwxctvqvgbdt7urq6hhyvjr2r;pdmx-qmwxc7yj3ng9huhz1qenthrdscdgseces3fmtfrsmgcelr
